contentid,title,addr1,contenttypeid,content_type_name,target_tourism_type,mapx,mapy,info_score,info_level,has_firstimage,has_firstimage2,has_tel,has_addr1,has_coord,has_main_category,has_mid_category,has_sub_category,type_prob_관광지,type_prob_레저스포츠,type_prob_문화관광,type_prob_쇼핑,type_prob_숙박,type_prob_역사관광,type_prob_음식,type_prob_자연관광,type_prob_체험관광,type_top1,type_top1_prob,type_top2,type_top2_prob
2605334,남한강 자전거길,경기도 남양주시 와부읍 경강로926번길 80,28,레포츠,레저스포츠,127.238746566691,37.5495870547883,90,매우 높음,1,1,0,1,1,1,1,1,0.01736667339758298,0.9036012110608915,0.028730665629314648,0.012764269239951253,0.01161003951610743,0.007041677199804316,0.003935029998395601,0.011549444486610813,0.0034009894713411285,레저스포츠,0.9036012110608915,문화관광,0.028730665629314648
4012029,내셔널지오그래픽키즈 현대프리미엄아울렛 스페이스원점,경기도 남양주시 다산순환로 50 (다산동),38,쇼핑,쇼핑,127.152429100255,37.616257926116,95,매우 높음,1,1,0,1,1,1,1,1,0.003774103083113193,0.0036283926427294975,0.0025902902875607524,0.9770236316430096,0.0039971608196187865,0.0030453963448859853,0.001846416555906141,0.0031580752001225524,0.0009365334230534425,쇼핑,0.9770236316430096,숙박,0.0039971608196187865
4025355,노브랜드 남양주호평점,경기도 남양주시 호평로68번길 7 (호평동),38,쇼핑,쇼핑,127.248229995089,37.6555213258782,90,매우 높음,1,1,0,1,1,1,1,1,0.003774103083113193,0.003382184576327429,0.005970899922717268,0.9737773945345871,0.0039971608196187865,0.0030453963448859853,0.0019582520955742813,0.0031580752001225524,0.0009365334230534425,쇼핑,0.9737773945345871,문화관광,0.005970899922717268
4025356,노브랜드 남양주화도2점,경기도 남양주시 화도읍 경춘로 1645,38,쇼핑,쇼핑,127.273963022888,37.6544811303733,95,매우 높음,1,1,0,1,1,1,1,1,0.003774103083113193,0.003382184576327429,0.0025902902875607524,0.9773304996678007,0.0039971608196187865,0.0030453963448859853,0.0017857565975172255,0.0031580752001225524,0.0009365334230534425,쇼핑,0.9773304996678007,숙박,0.0039971608196187865
4025357,노브랜드 남양주화도점,경기도 남양주시 화도읍 창현로 57,38,쇼핑,쇼핑,127.305014130874,37.6455884816881,90,매우 높음,1,1,0,1,1,1,1,1,0.003774103083113193,0.003382184576327429,0.005970899922717268,0.9737773945345871,0.0039971608196187865,0.0030453963448859853,0.0019582520955742813,0.0031580752001225524,0.0009365334230534425,쇼핑,0.9737773945345871,문화관광,0.005970899922717268
4012018,노스페이스 TNF삼패점,경기도 남양주시 고산로 160 (삼패동),38,쇼핑,쇼핑,127.183799593817,37.5943329017521,90,매우 높음,1,1,0,1,1,1,1,1,0.003774103083113193,0.005164677585576861,0.00656962120576885,0.9714176789659817,0.0039971608196187865,0.0030453963448859853,0.0019367533718786024,0.0031580752001225524,0.0009365334230534425,쇼핑,0.9714176789659817,문화관광,0.00656962120576885
4025346,노스페이스 현대프리미엄아울렛 스페이스원점,경기도 남양주시 다산순환로 50 (다산동),38,쇼핑,쇼핑,127.152429100255,37.616257926116,95,매우 높음,1,1,0,1,1,1,1,1,0.003774103083113193,0.0036283926427294975,0.0025902902875607524,0.9770236316430096,0.0039971608196187865,0.0030453963448859853,0.001846416555906141,0.0031580752001225524,0.0009365334230534425,쇼핑,0.9770236316430096,숙박,0.0039971608196187865
2765575,녹화,경기도 남양주시 화도읍 북한강로 1171,39,음식점,음식,127.3441918009,37.6183409558,90,매우 높음,1,1,0,1,1,1,1,1,0.006699412596556445,0.0065033416856339525,0.0042041707578413835,0.0023456177596584073,0.0020608239881366626,0.0020907332533287317,0.9719530427135997,0.0038815315784240033,0.00026132566682075494,음식,0.9719530427135997,관광지,0.006699412596556445
2863171,논골추어탕,경기도 남양주시 화도읍 묵현로 66-22,39,음식점,음식,127.2932007385,37.6619655132,90,매우 높음,1,1,0,1,1,1,1,1,0.0009739045558922955,0.00033352001453274064,0.004642843596078835,0.001761562881689923,0.004311573547568621,0.0005045167260782614,0.9863766408304072,0.0010954378477521566,0.0,음식,0.9863766408304072,문화관광,0.004642843596078835
3018011,뉴삼봉수상레저,경기도 남양주시 조안면 삼봉리,28,레포츠,레저스포츠,127.339,37.5944,95,매우 높음,1,1,0,1,1,1,1,1,0.01889059800938523,0.9144251766371133,0.019287168192272615,0.0063488993272662044,0.007710837391963213,0.00781480355217847,0.00680002256023998,0.008835721162421005,0.00988677316716034,레저스포츠,0.9144251766371133,문화관광,0.019287168192272615
2762898,늘푸른낚시터,경기도 남양주시 별내면 청학로48번길 29-13,28,레포츠,레저스포츠,127.1241287512,37.706601695,75,높음,0,0,0,1,1,1,1,1,0.01348592791281791,0.9065985615220407,0.006818414419640379,0.0015308209687633148,0.029298838411066584,0.0038590360116793065,0.014676727052598603,0.015257151854670293,0.008474521846722977,레저스포츠,0.9065985615220407,숙박,0.029298838411066584
2863143,늘푸른정원,경기도 남양주시 수레로640번길 77,39,음식점,음식,127.2796422028,37.6153817897,90,매우 높음,1,1,0,1,1,1,1,1,0.0009739045558922955,0.00033352001453274064,0.004642843596078835,0.001761562881689923,0.004311573547568621,0.0005045167260782614,0.9863766408304072,0.0010954378477521566,0.0,음식,0.9863766408304072,문화관광,0.004642843596078835
2830315,닉센,경기도 남양주시 불암산로59번길 16-15,39,음식점,음식,127.1050571093,37.6500662592,95,매우 높음,1,1,0,1,1,1,1,1,0.0035936361524454177,0.008679069901438503,0.0042041707578413835,0.0023735541133569375,0.0036951006795006847,0.005134735845491892,0.9632824309396584,0.008775975943446285,0.00026132566682075494,음식,0.9632824309396584,자연관광,0.008775975943446285
2860371,다람쥐마을,경기도 남양주시 와부읍 석실로317번길 58,39,음식점,음식,127.2142681964,37.594496917,90,매우 높음,1,1,0,1,1,1,1,1,0.0009739045558922955,0.00033352001453274064,0.004642843596078835,0.001761562881689923,0.004311573547568621,0.0005045167260782614,0.9863766408304072,0.0010954378477521566,0.0,음식,0.9863766408304072,문화관광,0.004642843596078835
2734893,다산기념관,경기도 남양주시 조안면 다산로747번길 11,14,문화시설,문화관광,127.2998987869195,37.51631383979411,90,매우 높음,1,1,0,1,1,1,1,1,0.027039170446537947,0.024660499728504585,0.8160521333740921,0.015434092226944106,0.017570798551714558,0.021133804149778977,0.01541740484696158,0.049343691848077575,0.013348404827388818,문화관광,0.8160521333740921,자연관광,0.049343691848077575
2500687,다산생태공원,경기도 남양주시 조안면 다산로 767,12,관광지,자연관광,127.298375113133,37.5143591026577,85,매우 높음,1,1,0,1,1,0,1,1,0.3081021114021107,0.011811580717652106,0.02560771267779084,0.010850728297907957,0.02373483050582915,0.07820509638780374,0.007976587011523388,0.47923225890975646,0.05447909408962537,자연관광,0.47923225890975646,관광지,0.3081021114021107
2734937,다산수변공원,경기도 남양주시 다산순환로 149 (다산동),12,관광지,자연관광,127.1442065655372,37.62324118433568,90,매우 높음,1,1,0,1,1,1,1,1,0.4303168714804191,0.01830088584942163,0.059992498053817775,0.014495353324178088,0.04551089132174831,0.06347821017195253,0.010429080012608673,0.3283939191052966,0.029082290680557493,관광지,0.4303168714804191,자연관광,0.3283939191052966
2772196,다산중앙공원,경기도 남양주시 다산중앙로146번길 62,12,관광지,자연관광,127.1597833908,37.6251562566,95,매우 높음,1,1,0,1,1,1,1,1,0.3313910642338042,0.00558781461004777,0.05141151356128317,0.0027132854820030848,0.046441258323156355,0.06251342582160777,0.0025543070082647105,0.48069926910580696,0.016688061854026083,자연관광,0.48069926910580696,관광지,0.3313910642338042
2876998,다송,경기도 남양주시 오남읍 진건오남로690번길 121,39,음식점,음식,127.2225950409,37.6973045633,90,매우 높음,1,1,0,1,1,1,1,1,0.0009739045558922955,0.00033352001453274064,0.004642843596078835,0.001761562881689923,0.004311573547568621,0.0005045167260782614,0.9863766408304072,0.0010954378477521566,0.0,음식,0.9863766408304072,문화관광,0.004642843596078835
4012031,다이나핏 현대프리미엄아울렛 스페이스원점,경기도 남양주시 다산순환로 50 (다산동),38,쇼핑,쇼핑,127.152429100255,37.616257926116,95,매우 높음,1,1,0,1,1,1,1,1,0.003774103083113193,0.0036283926427294975,0.0025902902875607524,0.9770236316430096,0.0039971608196187865,0.0030453963448859853,0.001846416555906141,0.0031580752001225524,0.0009365334230534425,쇼핑,0.9770236316430096,숙박,0.0039971608196187865
4008122,닥터스피부과의원 다산,경기도 남양주시 다산중앙로 132 (다산동),38,쇼핑,쇼핑,127.15331636875,37.6255542396617,95,매우 높음,1,1,0,1,1,1,1,1,0.005241875897408024,0.0075942728622597514,0.004155333649802247,0.9559117091950634,0.0039971608196187865,0.0030453963448859853,0.00714217000946233,0.011975547798446215,0.0009365334230534425,쇼핑,0.9559117091950634,자연관광,0.011975547798446215
2830203,달빛새 베이커리앤카페,경기도 남양주시 진접읍 금강로782번길 292-21,39,음식점,음식,127.1631810923,37.6945426948,90,매우 높음,1,1,0,1,1,1,1,1,0.001291869579739672,0.0015040034750925368,0.0036933170803574397,0.0015051488205371972,0.007528356764351837,0.0005045167260782614,0.9814306088475854,0.002542178706257721,0.0,음식,0.9814306088475854,숙박,0.007528356764351837
3017953,달빛수상레저,경기도 남양주시 화도읍 북한강로 1132-32,28,레포츠,레저스포츠,127.34403388802022,37.61450085115161,90,매우 높음,1,1,0,1,1,1,1,1,0.016346543739711686,0.9305153476191811,0.019861124220557268,0.006364559488605345,0.009413290939725422,0.006354627133430943,0.00332815104118213,0.00578258833846294,0.002033767479143382,레저스포츠,0.9305153476191811,문화관광,0.019861124220557268
2843008,담터추어탕,경기도 남양주시 불암로 25-1 (별내동),39,음식점,음식,127.11172412541788,37.643155113883594,80,높음,0,0,0,1,1,1,1,1,0.01733573306586184,0.013129790774841756,0.021919150610368397,0.00971659451882651,0.018031219038279037,0.005124903818282713,0.8996172638275296,0.011952626274126339,0.003172718071884046,음식,0.8996172638275296,문화관광,0.021919150610368397
2500685,대가농원,경기도 남양주시 조안면 다산로761번길 15,12,관광지,관광지,127.2995543708,37.515454864,90,매우 높음,1,1,0,1,1,1,1,1,0.38729134494427514,0.023431015409868437,0.02598049718698239,0.003233287950096422,0.07895678496223026,0.08786716966296937,0.00870430735144374,0.19723529435290196,0.1873002981792328,관광지,0.38729134494427514,자연관광,0.19723529435290196
2860388,대문집,경기도 남양주시 고산로 249-12 (삼패동),39,음식점,음식,127.1937395074,37.5945687588,90,매우 높음,1,1,0,1,1,1,1,1,0.0009739045558922955,0.00033352001453274064,0.004642843596078835,0.001761562881689923,0.004311573547568621,0.0005045167260782614,0.9863766408304072,0.0010954378477521566,0.0,음식,0.9863766408304072,문화관광,0.004642843596078835
2877012,대청마루,경기도 남양주시 화도읍 북한강로 1697,39,음식점,음식,127.37227877048544,37.65859760957331,75,높음,0,0,0,1,1,1,1,1,0.020854426326837164,0.015574153606404382,0.03439480183054067,0.004096272971810904,0.017096746464441433,0.003874716672546453,0.8880448381991531,0.011172737512894326,0.0048913064153718044,음식,0.8880448381991531,문화관광,0.03439480183054067
2857487,댕그라미,경기도 남양주시 진접읍 광릉수목원로 150-35,39,음식점,음식,127.1923768358,37.7499173375,90,매우 높음,1,1,0,1,1,1,1,1,0.001291869579739672,0.00033352001453274064,0.0036933170803574397,0.0015051488205371972,0.004311573547568621,0.0005045167260782614,0.9858178755249285,0.002542178706257721,0.0,음식,0.9858178755249285,숙박,0.004311573547568621
4012027,더 기어샵 현대프리미엄아울렛 스페이스원점,경기도 남양주시 다산순환로 50 (다산동),38,쇼핑,쇼핑,127.152429100255,37.616257926116,95,매우 높음,1,1,0,1,1,1,1,1,0.003774103083113193,0.0036283926427294975,0.0025902902875607524,0.9770236316430096,0.0039971608196187865,0.0030453963448859853,0.001846416555906141,0.0031580752001225524,0.0009365334230534425,쇼핑,0.9770236316430096,숙박,0.0039971608196187865
2867190,더 숯불,경기도 남양주시 고산로126번길 33-6 (수석동),39,음식점,음식,127.179707539,37.5915049715,90,매우 높음,1,1,0,1,1,1,1,1,0.0009739045558922955,0.00033352001453274064,0.004642843596078835,0.001761562881689923,0.004311573547568621,0.0005045167260782614,0.9863766408304072,0.0010954378477521566,0.0,음식,0.9863766408304072,문화관광,0.004642843596078835
133152,더늘봄,경기도 남양주시 진접읍 금강로 1845,39,음식점,음식,127.2082253969,37.7496982065,75,높음,0,0,0,1,1,1,1,1,0.0012932730625083136,0.001678549254298822,0.0028282051076706743,0.0012319223689040617,0.005846924678362022,0.0005045167260782614,0.9766759825379154,0.007029233859199217,0.002911392405063291,음식,0.9766759825379154,자연관광,0.007029233859199217
2772187,더드림딸기체험농장,경기도 남양주시 조안면 북한강로626번길 82-25,12,관광지,체험관광,127.3315440432,37.5804173508,90,매우 높음,1,1,0,1,1,1,1,1,0.15671899692158245,0.007887232381935167,0.0091325815039157,0.0011137025537878696,0.03966896171509379,0.01657399028887336,0.004833417714970533,0.07153590003098761,0.6925352168888532,체험관광,0.6925352168888532,관광지,0.15671899692158245
