contentid,recommend_rank,title,addr1,content_type_name,target_tourism_type,type_top1,type_top1_prob,recommend_score,predicted_recommend_score,nav_score,type_quality_score,info_score,recent_score,regional_demand_score,type_prob_관광지,type_prob_레저스포츠,type_prob_문화관광,type_prob_쇼핑,type_prob_숙박,type_prob_역사관광,type_prob_음식,type_prob_자연관광,type_prob_체험관광,avg_monthly_visitors,avg_visitor_growth_rate,avg_stay_time,avg_overnight_days,avg_overnight_ratio,avg_tourism_spending_outsider,avg_local_currency_spending,mapx,mapy,has_image,has_tel,has_addr
2862047,11,화난덕,경기도 남양주시 와부읍 경강로849번길 14-13,음식점,음식,음식,0.8684418009421844,69.35872855256422,70.3854781322344,1.0,0.1074261101319047,0.75,0.7933579335793358,0.5833333333333334,0.0204987970148778,0.0164074318708103,0.0323464634489523,0.0058943886225352,0.0182377003033753,0.004189154436378,0.8684418009421844,0.0097895379376554,0.0241947254232309,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.235579221666,37.5624551689284,0,0,1
134729,12,개성집,경기도 남양주시 와부읍 경강로 876,음식점,음식,음식,0.8713838137451377,70.25124783351131,70.37222481405907,1.0,0.1009525756471555,0.75,0.8911439114391144,0.5833333333333334,0.0221158772250823,0.0163363346438846,0.0347838972143391,0.0064193743566185,0.0212442362510877,0.004189154436378,0.8713838137451377,0.0121851854470737,0.0113421266803978,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.234925291906,37.559513912908,0,0,1
2843008,13,담터추어탕,경기도 남양주시 불암로 25-1 (별내동),음식점,음식,음식,0.8996172638275296,70.46079504809663,70.25787254462483,1.0,0.0726349226153648,0.8,0.8763837638376384,0.5833333333333334,0.0173357330658618,0.0131297907748417,0.0219191506103683,0.0097165945188265,0.018031219038279,0.0051249038182827,0.8996172638275296,0.0119526262741263,0.003172718071884,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.11172412541788,37.643155113883594,0,0,1
608010,14,사랑방,경기도 남양주시 진접읍 광릉수목원로 187-1,음식점,음식,음식,0.8938424286634038,70.09999759094822,70.20928310868952,1.0,0.0765461023303009,0.75,0.8911439114391144,0.5833333333333334,0.0178914253643843,0.0173379303701811,0.0192119943015171,0.008523280591963,0.021088188414332,0.0072522174994411,0.8938424286634038,0.0099612283794055,0.0048913064153718,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.187985633382,37.7474106150027,0,0,1
2877012,15,대청마루,경기도 남양주시 화도읍 북한강로 1697,음식점,음식,음식,0.8880448381991531,70.31580471917218,70.152366845517,1.0,0.0907621423645945,0.75,0.8929889298892989,0.5833333333333334,0.0208544263268371,0.0155741536064043,0.0343948018305406,0.0040962729718109,0.0170967464644414,0.0038747166725464,0.8880448381991531,0.0111727375128943,0.0048913064153718,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.37227877048544,37.65859760957331,0,0,1
2456704,16,비루개,경기도 남양주시 별내면 용암비루개길 219-88,음식점,음식,음식,0.8738889058793889,69.1772030261321,70.11468617109784,1.0,0.09426450510739509,0.75,0.7933579335793358,0.5833333333333334,0.0249047015226855,0.0155855229822029,0.0183328613261466,0.0076673014478881,0.0241792875653275,0.0059415759476392,0.8738889058793889,0.0126566996257203,0.0168431437030006,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.125311053559,37.7372780996208,0,0,1
2830090,17,덕화배꽃마을,경기도 남양주시 불암산로 40 덕화가든,음식점,음식,음식,0.9008064713858224,69.82428250760196,70.10672478005152,1.0,0.07691000984811111,0.75,0.8523985239852399,0.5833333333333334,0.017297988201869,0.0146394495616617,0.0194817168449815,0.0091916087847431,0.0130919099813229,0.008458237151616,0.9008064713858224,0.0105835467397456,0.0064490713482373,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.108125914426,37.6477227079368,0,0,1
3007597,18,새벽카페호르,경기도 남양주시 별내면 송산로 611,음식점,음식,음식,0.8795649622946129,70.00472999120998,70.06891239789663,1.0,0.0944834420461807,0.75,0.8671586715867159,0.5833333333333334,0.0265217817328901,0.0149679776678455,0.0183328613261466,0.0076673014478881,0.0182842942113177,0.0059415759476392,0.8795649622946129,0.0183856804684718,0.0103335649031875,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.127939989931,37.6947194615813,0,0,1
2830308,19,일피노,경기도 남양주시 북한강로 1362-70 일피노카페,음식점,음식,음식,0.8794357745074993,69.89251127753312,70.01950591909133,1.0,0.09542696177831869,0.75,0.8542435424354243,0.5833333333333334,0.0250999310201507,0.0196854307563478,0.0189415544943085,0.0044118991358279,0.0207253645783536,0.0048924914754618,0.8794357745074993,0.0209850663749124,0.0058224876571375,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.355332773276,37.6337622718744,0,0,1
2865094,20,햇빛촌,경기도 남양주시 북한강로 1325,음식점,음식,음식,0.8941741437967755,69.92967928809635,70.00440143416303,1.0,0.08623158533952388,0.75,0.8542435424354243,0.5833333333333334,0.0194982173763576,0.0155741536064043,0.0289310522756801,0.0035712872377275,0.0160229836259727,0.0038747166725464,0.8941741437967755,0.0086029386535997,0.0097505067549358,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.350194457488,37.6312680367814,0,0,1
2830222,21,블루문,경기도 남양주시 화도읍 북한강로 1491,음식점,음식,음식,0.9787598176186834,69.78418083614683,69.49383502064755,1.0,0.017085673058273302,0.9,0.7011070110701108,0.5833333333333334,0.0043976460238506,0.001770378559825,0.0071558220710805,0.0014772124668386,0.0026772968562045,0.0012196476972595,0.9787598176186834,0.0025421787062577,0.0,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.3603562705,37.6435244364,1,0,1
799503,22,본가제주밥상,경기도 남양주시 강변북로632번길 57-2 (수석동),음식점,음식,음식,0.9849636583921711,69.22527721908334,69.15726040663331,1.0,0.0066278330271975,0.9,0.6568265682656826,0.5833333333333334,0.0009739045558922,0.0003335200145327,0.0031999754307005,0.0017547819979742,0.0066537265826567,0.0005045167260782,0.9849636583921711,0.0016159162999939,0.0,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.1754052831,37.5869693096,1,0,1
2830403,23,온누리장작구이 팔당본점,경기도 남양주시 경강로 890 온누리장작구이,음식점,음식,음식,0.9849636583921711,69.3728786950981,69.1530088335278,1.0,0.0066278330271975,0.9,0.6715867158671587,0.5833333333333334,0.0009739045558922,0.0003335200145327,0.0031999754307005,0.0017547819979742,0.0066537265826567,0.0005045167260782,0.9849636583921711,0.0016159162999939,0.0,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.2358450394,37.5585792575,1,0,1
2836663,24,팔당로그,경기도 남양주시 팔당로81번길 74-40,음식점,음식,음식,0.9865176373499304,69.06308401607106,69.07076220714588,1.0,0.0075002901342788005,0.9,0.6365313653136531,0.5833333333333334,0.0012918695797396,0.0003335200145327,0.0028282051076706,0.0016704989682219,0.0043115735475686,0.0005045167260782,0.9865176373499304,0.0025421787062577,0.0,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.2407030646,37.553921553,1,0,1
2940879,25,더에이,경기도 남양주시 비룡로 1438-67,음식점,음식,음식,0.9858178755249284,68.94073853663686,68.97111053171601,1.0,0.0083654021069656,0.9,0.6236162361623616,0.5833333333333334,0.0012918695797396,0.0003335200145327,0.0036933170803574,0.0015051488205371,0.0043115735475686,0.0005045167260782,0.9858178755249284,0.0025421787062577,0.0,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.2778552106,37.7478913526,1,0,1
2863093,26,인플럭스 남양주,경기도 남양주시 조안면 다산로 351,음식점,음식,음식,0.9767041707522808,68.89652995009554,68.93715873125457,1.0,0.0129902513593858,0.9,0.6236162361623616,0.5833333333333334,0.0024416773701871,0.0018371891272745,0.0043932484699121,0.0064054533568645,0.0039001245314684,0.0005045167260782,0.9767041707522808,0.0038136196659339,0.0,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.2830999039,37.5296584724,1,0,1
133834,27,기와집순두부,경기도 남양주시 조안면 북한강로 133,음식점,음식,음식,0.9655013181288988,68.63780752944416,68.78562087987505,1.0,0.0281057162888176,0.75,0.7343173431734318,0.5833333333333334,0.002343460050068,0.0018371891272745,0.0113653975808208,0.0013119959769412,0.005080969605342,0.0005045167260782,0.9655013181288988,0.0077295437730848,0.0043256090314913,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.3024257078,37.5372357218,0,0,1
3355196,28,솔몽 베이커리,경기도 남양주시 수동면 비룡로850번길 16,음식점,음식,음식,0.9689036306241712,68.15648203701092,68.73446807203081,1.0,0.0208604010226389,0.75,0.6955719557195572,0.5833333333333334,0.0015734932223628,0.0018431788013527,0.0058545208971443,0.0012908806573369,0.0089450876958528,0.0002018728943441,0.9689036306241712,0.011387335207435,0.0,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.3248491342,37.7138878321,0,0,1
3457804,29,박가손칼국수,경기도 남양주시 늘을1로16번안길 9-5 (호평동),음식점,음식,음식,0.9705645393093266,67.36299890717098,67.20956919945043,1.0,0.0202542161533065,0.9,0.4649446494464945,0.5833333333333334,0.0015896991171724,0.0033863281740517,0.0074841185608705,0.0017615628816899,0.0074196816556767,0.0049892233105983,0.9705645393093266,0.0028048469906136,0.0,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.2421861526,37.6545793315,1,0,1
3447080,30,그란스 다산,경기도 남양주시 다산중앙로82번안길 156 (다산동),음식점,음식,음식,0.9656392468635228,68.32215019465178,67.1837575653056,1.0,0.026610546909670206,0.95,0.5055350553505535,0.5833333333333334,0.0015143504733699,0.0075315046699107,0.0066203871044583,0.0013188170110354,0.0064313892157713,0.0024326844708736,0.9656392468635228,0.0085116201910577,0.0,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.1688134682,37.6131244851,1,0,1
2767425,31,파스타 아미고,경기도 남양주시 경강로 377,음식점,음식,음식,0.9621162829928824,67.20459558940264,67.18093201444619,1.0,0.024113046930268,0.95,0.40405904059040587,0.5833333333333334,0.003574318370343,0.0047153450336281,0.0076342273738803,0.0050962011265381,0.0086744689503111,0.0005045167260782,0.9621162829928824,0.0076846394263384,0.0,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.1997862374,37.5925357713,1,0,1
2765512,32,바른제빵소,경기도 남양주시 마치로 77 (호평동),음식점,음식,음식,0.979593719642138,67.38514344889214,67.16693824619242,1.0,0.0145895579897561,0.9,0.4649446494464945,0.5833333333333334,0.0016851832473896,0.001770378559825,0.0041295062816068,0.0015051488205371,0.0043115735475686,0.0040788303687183,0.979593719642138,0.0029256595322164,0.0,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.2601150948,37.6538991811,1,0,1
2864081,33,왕릉순두부보쌈,경기도 남양주시 가운로 135-7 (다산동),음식점,음식,음식,0.9852061573698474,66.74309689046963,66.83772096717007,1.0,0.0087207062008938,0.9,0.40405904059040587,0.5833333333333334,0.0009739045558922,0.0015040034750925,0.0046428435960788,0.0017615628816899,0.0043115735475686,0.0005045167260782,0.9852061573698474,0.0010954378477521,0.0,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.1652253831,37.5964458017,1,0,1
2862022,34,햇살촌,경기도 남양주시 수동면 비룡로850번길 2,음식점,음식,음식,0.9854252129531555,66.77524587345435,66.81053241356976,1.0,0.010163863662648199,0.9,0.40405904059040587,0.5833333333333334,0.0034334218183426,0.0003335200145327,0.0050996110876767,0.0017336265279913,0.0026772968562045,0.0002018728943441,0.9854252129531555,0.0010954378477521,0.0,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.3240825695,37.7127935013,1,0,1
2876540,35,천마산강장어,경기도 남양주시 화도읍 경춘로 1793,음식점,음식,음식,0.9863766408304072,66.73724447316684,66.80965112585312,1.0,0.0075502227403339995,0.9,0.40405904059040587,0.5833333333333334,0.0009739045558922,0.0003335200145327,0.0046428435960788,0.0017615628816899,0.0043115735475686,0.0005045167260782,0.9863766408304072,0.0010954378477521,0.0,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.2891901536,37.6563910875,1,0,1
2857627,36,소물리에정육식당,경기도 남양주시 송산로170번길 1-11,음식점,음식,음식,0.9852061573698474,66.74309689046963,66.76669033998083,1.0,0.0087207062008938,0.9,0.40405904059040587,0.5833333333333334,0.0009739045558922,0.0015040034750925,0.0046428435960788,0.0017615628816899,0.0043115735475686,0.0005045167260782,0.9852061573698474,0.0010954378477521,0.0,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.1305795486,37.658268545,1,0,1
2830078,37,천하장사,경기도 남양주시 진접읍 장현천로76번길 4,음식점,음식,음식,0.9800517495055158,66.64237110329347,66.76055198893056,1.0,0.0075502227403339995,0.9,0.40405904059040587,0.5833333333333334,0.0009739045558922,0.0003335200145327,0.0046428435960788,0.0017615628816899,0.0106364648724599,0.0005045167260782,0.9800517495055158,0.0010954378477521,0.0,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.1812952921,37.7228786159,1,0,1
135253,38,목향원,경기도 남양주시 덕릉로1071번길 34-11 (별내동),음식점,음식,음식,0.9852061573698474,66.44789393844012,66.40311489409098,1.0,0.0087207062008938,0.9,0.3745387453874539,0.5833333333333334,0.0009739045558922,0.0015040034750925,0.0046428435960788,0.0017615628816899,0.0043115735475686,0.0005045167260782,0.9852061573698474,0.0010954378477521,0.0,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.1016175779,37.6834928655,1,0,1
2766523,39,카페버치,경기도 남양주시 식송1로 19 (별내동),음식점,음식,음식,0.9788451771098482,66.33722564494842,66.31465832728995,1.0,0.015338100522045801,0.9,0.35977859778597787,0.5833333333333334,0.0012918695797396,0.0029408620203848,0.0041295062816068,0.0015051488205371,0.0043115735475686,0.0015222915289936,0.9788451771098482,0.005453571111321,0.0,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.1112287204,37.6517578408,1,0,1
2877347,40,로이테,경기도 남양주시 조안면 북한강로 866,음식점,음식,음식,0.9759789994571688,66.02071908144447,66.02026603076104,1.0,0.020112590088202896,0.9,0.3228782287822878,0.5833333333333334,0.0066636558760674,0.0032832674071846,0.0043932484699121,0.0016425626145234,0.0022658478401044,0.0002018728943441,0.9759789994571688,0.00273145162716,0.0028390938135347,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.3384013828,37.5932798712,1,0,1
2830366,41,뷰포인트카페,경기도 남양주시 조안면 북한강로 688,음식점,음식,음식,0.9760584601118064,66.00187159366945,66.00957527903529,1.0,0.020033129433565597,0.9,0.3210332103321033,0.5833333333333334,0.0035578794319564,0.0032832674071846,0.0074195642593858,0.0016425626145234,0.0022658478401044,0.0002018728943441,0.9760584601118064,0.00273145162716,0.0028390938135347,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.3285110077,37.5796618274,1,0,1
2765500,42,북한강막국수닭갈비,경기도 남양주시 조안면 북한강로 908,음식점,음식,음식,0.9793249449179684,66.0021680758711,66.00558353777836,1.0,0.0166755807139355,0.9,0.3228782287822878,0.5833333333333334,0.0043332002072771,0.0030605933825937,0.0062078869583203,0.0017336265279913,0.0022658478401044,0.0002018728943441,0.9793249449179684,0.0010954378477521,0.0017765894236482,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.3388678942,37.5972044238,1,0,1
2857667,43,죽여주는 동치미국수,경기도 남양주시 조안면 북한강로 547,음식점,음식,음식,0.9793249449179684,66.0021680758711,66.00446026376079,1.0,0.0166755807139355,0.9,0.3228782287822878,0.5833333333333334,0.0043332002072771,0.0030605933825937,0.0062078869583203,0.0017336265279913,0.0022658478401044,0.0002018728943441,0.9793249449179684,0.0010954378477521,0.0017765894236482,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.3220674796,37.5681574905,1,0,1
2870331,44,이가네자연밥상,경기도 남양주시 조안면 송송골길 42,음식점,음식,음식,0.9793249449179684,66.0021680758711,66.00139959835347,1.0,0.0166755807139355,0.9,0.3228782287822878,0.5833333333333334,0.0043332002072771,0.0030605933825937,0.0062078869583203,0.0017336265279913,0.0022658478401044,0.0002018728943441,0.9793249449179684,0.0010954378477521,0.0017765894236482,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.3179067151,37.5692545088,1,0,1
2829407,45,보나리베,경기도 남양주시 불암산로39번길 9-2 (별내동),음식점,음식,음식,0.9788451771098482,65.94977177040967,65.99962475352581,1.0,0.015338100522045801,0.9,0.3210332103321033,0.5833333333333334,0.0012918695797396,0.0029408620203848,0.0041295062816068,0.0015051488205371,0.0043115735475686,0.0015222915289936,0.9788451771098482,0.005453571111321,0.0,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.1068709184,37.6470805281,1,0,1
2766576,46,엠아르,경기도 남양주시 화도읍 북한강로 1602-22,음식점,음식,음식,0.9653394562977712,66.01004553803298,65.98134236239557,1.0,0.026636061062084805,0.9,0.32472324723247237,0.5833333333333334,0.0101904966196343,0.001770378559825,0.0109133594791083,0.0021107373518015,0.0059137452883421,0.0012196476972595,0.9653394562977712,0.0025421787062577,0.0,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.3687164213,37.6504265646,1,0,1
2766521,47,온사이드카페,경기도 남양주시 퇴계원읍 별내2로 203-11,음식점,음식,음식,0.9817565695149116,65.95366499288619,65.979729039103,1.0,0.012426708116982502,0.9,0.3228782287822878,0.5833333333333334,0.0012918695797396,0.0029408620203848,0.0041295062816068,0.0015051488205371,0.0043115735475686,0.0015222915289936,0.9817565695149116,0.0025421787062577,0.0,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.1375764412,37.6474921465,1,0,1
2765460,48,아쿠아파크,경기도 남양주시 별내2로 64 (별내동),음식점,음식,음식,0.9817565695149116,65.95366499288619,65.97650104126573,1.0,0.012426708116982502,0.9,0.3228782287822878,0.5833333333333334,0.0012918695797396,0.0029408620203848,0.0041295062816068,0.0015051488205371,0.0043115735475686,0.0015222915289936,0.9817565695149116,0.0025421787062577,0.0,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.1248804049,37.6464920335,1,0,1
2847337,49,꼬모윤,경기도 남양주시 다산중앙로123번길 22-26 (다산동),음식점,음식,음식,0.9824563313399136,65.92840899630565,65.96368370142083,1.0,0.011561596144295801,0.9,0.3210332103321033,0.5833333333333334,0.0012918695797396,0.0029408620203848,0.0032643943089201,0.0016704989682219,0.0043115735475686,0.0015222915289936,0.9824563313399136,0.0025421787062577,0.0,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.1524396218,37.6249228174,1,0,1
2735135,50,베이커리 씨어터,경기도 남양주시 화도읍 경춘로2696번길 4-15,음식점,음식,음식,0.9846769559576138,65.97230732157394,65.96213484488867,1.0,0.0111685347193425,0.9,0.3228782287822878,0.5833333333333334,0.0043976460238506,0.0003335200145327,0.0036933170803574,0.0014772124668386,0.0026772968562045,0.0002018728943441,0.9846769559576138,0.0025421787062577,0.0,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.3758706616,37.6733990269,1,0,1
2876980,51,구암막국수,경기도 남양주시 화도읍 경춘로2649번길 13,음식점,음식,음식,0.9854252129531555,65.96343775537316,65.96047210957069,1.0,0.010163863662648199,0.9,0.3228782287822878,0.5833333333333334,0.0034334218183426,0.0003335200145327,0.0050996110876767,0.0017336265279913,0.0026772968562045,0.0002018728943441,0.9854252129531555,0.0010954378477521,0.0,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.3735459583,37.6704326623,1,0,1
2876721,52,백단목간장게장,경기도 남양주시 화도읍 북한강로 1426,음식점,음식,음식,0.9854252129531555,65.96343775537316,65.95940960184139,1.0,0.010163863662648199,0.9,0.3228782287822878,0.5833333333333334,0.0034334218183426,0.0003335200145327,0.0050996110876767,0.0017336265279913,0.0026772968562045,0.0002018728943441,0.9854252129531555,0.0010954378477521,0.0,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.3564262115,37.6386971475,1,0,1
2877273,53,김삿갓밥집,경기도 남양주시 화도읍 경춘로 2483,음식점,음식,음식,0.9854252129531555,65.96343775537316,65.95888600652864,1.0,0.010163863662648199,0.9,0.3228782287822878,0.5833333333333334,0.0034334218183426,0.0003335200145327,0.0050996110876767,0.0017336265279913,0.0026772968562045,0.0002018728943441,0.9854252129531555,0.0010954378477521,0.0,5961419.583333333,2.491666666666667,1239.0,3.6041666666666665,7.275000000000001,0,11009367.0,127.3615777836,37.6641887249,1,0,1
